label,type,domain
1,matsnu,newsexerciseshapediscover.com
1,symmi,otilginua.ddns.net
1,necurs,bmpivjuuyp.tw
0,alexa,kcsymphony.org
1,suppobox,maximilliananastacia.net
0,alexa,1min30.com
1,conficker,xbgttd.com.hn
1,ramdo,occaqoessiucsmyo.org
1,nymaim,remained-overview.vn
1,necurs,aqxifkni.mu
0,alexa,arabics1.blogspot.com
0,alexa,russpeedway.info
0,alexa,tokumen.co.jp
0,alexa,qask.com.tw
0,alexa,foxmults.ru
0,alexa,peterrowland.com.au
1,ramdo,wsescsucaioqckwa.org
1,tinba,tokdixwlhknq.com
0,alexa,spidyhost.com
1,simda,pujodug.info
1,pykspa,qkiramiq.biz
1,ramnit,dyxvompykmtmpoxtm.com
0,alexa,cracksone.com
1,corebot,5ju8wfcdm632e8ilg6ade0k.ddns.net
0,alexa,kosmima.gr
0,alexa,hdvine.ru
0,alexa,allm.net
1,ramnit,ucywjwiebxyvorxgco.com
0,alexa,iasa-web.org
1,kraken,vvqmrxnlc.yi.org
1,necurs,yaeofrwhsi.tw
0,alexa,rklok.nl
0,alexa,addictedtoquack.com
1,vawtrak,ingiheslu.com
1,nymaim,relative-prediction.co
0,alexa,chatbazaar.com
1,kraken,jiidkqyavwg.mooo.com
0,alexa,gooddeal.com.tw
1,emotet,nbxtdnnslenvfoeb.eu
1,tinba,tgjvojjwbhwc.biz
0,alexa,narkosi.com
0,alexa,pinecreeksd.mb.ca
1,emotet,txdokpyrqtrhtlwt.eu
1,padcrypt,kccdebdcakaeakdc.com
0,alexa,spserpuhov.ru
0,alexa,semeistvo.bg
1,fobber,vmkgyhaxxi.com
0,alexa,kwprestige.com
0,alexa,onepiecepodcast.com
0,alexa,adultur.com
0,alexa,rivernilestate.gov.sd
1,ranbyus,yuwoqdafcwlpgqtgy.tw
0,alexa,cardissection.com
0,alexa,onebigtorrent.org
0,alexa,licor43.de
0,alexa,xn--80abnkkiqomm6gva.xn--p1ai
0,alexa,phototele.com
0,alexa,thredzonline.com
0,alexa,feedasplush.com
1,pushdo,ceaqeodo.ru
0,alexa,circuit8.org
1,suppobox,offerhome.net
0,alexa,kundenprojekt.com
1,ramnit,nkoyxkbearyyw.com
0,alexa,rom1.ir
1,ramnit,mhyoqkxtacthaodaipl.com
0,alexa,wuppertal.de
1,tinba,rxeoheiutlcs.com
0,alexa,microfluo.net
0,alexa,schoolvi.net
0,alexa,yasbux.com
0,alexa,kapitololo.wordpress.com
0,alexa,wegotthiscovered.com
1,emotet,fivpabkunjsiaxvt.eu
0,alexa,khara.co.jp
0,alexa,tradevk.com
0,alexa,gemmedia.net
0,alexa,ayojajan.com
1,fobber,ueszxztokz.com
1,pykspa,ywigfcuiwcymao.net
0,alexa,spmamnon.edu.vn
1,vawtrak,odletuwga.com
1,gozi,cumunestdonecomfacereeq.com
1,qadars,oqge4ic6k2ce.net
0,alexa,rj518.com
0,alexa,klimafonds.gv.at
0,alexa,skeelbox.com
1,necurs,qrltxoth.com
0,alexa,brilliantwallart.co.uk
1,gozi,qufacitfalse.com
1,pushdo,villapoz.ru
1,qadars,agq0qcqse0y8.org
1,ramnit,yqhayjsjsoet.bid
1,corebot,cjkpk4e8mry0101.ddns.net
1,kraken,idknlf.tv
0,alexa,yourcoach.be
1,kraken,ewduarujle.yi.org
1,cryptolocker,lminbhongxjok.com
0,alexa,ayodeleherbals.com
0,alexa,microtool.de
1,matsnu,actionjacketbecomefileweigh.com
1,cryptolocker,tnpvntvxnkkkh.ru
1,murofet,a37hrb38c19kufqd30o61osh34hwfwoyczd10n40.com
0,alexa,p23.com.ar
0,alexa,interior-design.club
1,ramnit,uqlbatsikdawmc.com
0,alexa,sima-minsk.by
0,alexa,cbsemaster.org
1,ramdo,gmayqeqoweiuiqka.org
1,nymaim,town-monetary.tk
0,alexa,horizonservice.it
0,alexa,pornspark.com
0,alexa,fantasticmilkshakecowboy.tumblr.com
0,alexa,bretty.de
0,alexa,ukrhome.net
0,alexa,mcu.es
1,qadars,kqwa4m4awy42.org
0,alexa,mile.cloud
1,simda,hafecaz.info
1,matsnu,toolpersuaderealizeguyhave.com
0,alexa,windermerewealth.com
0,alexa,fonts.by
0,alexa,drweb.co.jp
0,alexa,core.com
0,alexa,sexadditions.com
0,alexa,muninn.fun
0,alexa,byggvesta.se
0,alexa,wewantanycar.com
0,alexa,pescaraz.com
0,alexa,polartour.ru
1,fobber,joybdieetx.com
1,kraken,somrvw.cc
0,alexa,fintechconnectlive.com
0,alexa,torsky.org
0,alexa,daddyslilfuckslut.tumblr.com
0,alexa,shildan.com
1,pykspa,omhhisuiwcymao.net
1,corebot,a2inmr3l3har74a.ddns.net
0,alexa,speedwayekstraliga.pl
0,alexa,blacktieguide.com
0,alexa,modelsdirect.com
1,ramnit,uetphmekjmjql.com
1,nymaim,separationfinished.kr
1,gozi,eospenitentiam.com
1,matsnu,grandfatherblameadoptchallenge.com
1,padcrypt,adfdcaalcklbbfmf.com
0,alexa,prosidet2.blogspot.de
1,vawtrak,samiwnehi.com
0,alexa,xplayone.ru
0,alexa,logicbig.com
0,alexa,nis-store.com
1,fobber,artdhprdei.com
1,kraken,uvfrlpvnx.cc
1,kraken,kupquuoxq.cc
1,pykspa,kettqk.net
0,alexa,blogpublika.com
0,alexa,funfiles.cc
0,alexa,blogaultimatrombeta.wordpress.com
1,gozi,facittemporales.com
0,alexa,tastetoronto.ca
1,ramnit,eupddnxyavfwm.com
0,alexa,cgplusplus.com
1,matsnu,radiorewardwaroccasionjoke.com
1,qadars,4a8e464642ki.org
1,suppobox,rememberstream.net
1,padcrypt,fcafllcabbedcoco.co.uk
0,alexa,basicholiday.com
0,alexa,imperialbeverage.com
0,alexa,hardanger-resort.com
0,alexa,valmaubuee.fr
0,alexa,emacsen.org
1,necurs,enxnjrmdjkncuyuax.cc
0,alexa,implantcenter.co
0,alexa,cpbride.com
1,necurs,mctmueub.me
0,alexa,ggs.wa.edu.au
1,nymaim,subcommittee-digest.yt
1,padcrypt,blccnaalefanddbk.org
1,symmi,guaficet.ddns.net
0,alexa,creeksideretreat.net
1,conficker,awjz.com.pt
1,dircrypt,rafspijepwfkwna.com
1,emotet,rjjrmxndjqqkqxwn.eu
0,alexa,kgmi.com
0,alexa,dsmt.com
1,emotet,nwgsupbxiqyonbou.eu
1,rovnix,6c4i37rz5b7uaitea8.biz
0,alexa,taurusnow.com
0,alexa,dektriam.net
1,rovnix,7lobfk7cflmcrf465c.cn
0,alexa,table-mendeleev.ru
0,alexa,kitefly.in
1,matsnu,endblackbodyinfluenceslice.com
1,kraken,uxamcijo.dyndns.org
1,pykspa,wyqcgiiugkeq.net
0,alexa,best-games4you.site
1,ranbyus,qpbeiyxvknytifqjb.cc
1,pushdo,janmiwoq.ru
0,alexa,antlerkitchenbar.com
0,alexa,1obl.ru
1,corebot,q0wl38ctipebkt7.ddns.net
1,fobber,guzhbhepwd.com
0,alexa,hubii.network
1,dircrypt,vcmqswqt.com
0,alexa,hoodboimusic.com
1,corebot,ujaho8cxctmf3xi.ddns.net
1,pykspa,amxcoufqbex.com
1,cryptolocker,vncitydblhyq.net
1,simda,disixos.info
0,alexa,jizou58.com
1,tinba,cxkseyqyhwdo.com
0,alexa,iriska.cc
1,padcrypt,ddfakldbcflkcolf.net
1,qadars,isy42siwmcio.org
0,alexa,fm99activeradio.com
0,alexa,hd-toner.de
1,vawtrak,todicwifsa.com
1,simda,jezujer.info
0,alexa,sanatkaran.co
0,alexa,comparezachetez.com
1,fobber,dxpgomjalm.com
0,alexa,dereto.com.mx
0,alexa,minikago.com.tr
1,cryptolocker,dfmhodmguxyf.co.uk
1,qadars,8qgi8yge0a4a.net
0,alexa,anonyme-alkoholiker.de
0,alexa,jimhacking.com
0,alexa,diveco.net
0,alexa,instascreen.net
0,alexa,malayalamsexstories.co
1,dircrypt,kxhfewtqopulgrey.com
0,alexa,buckandbadger.com
0,alexa,otagh-bazargani.com
0,alexa,citynationalcm.com
0,alexa,ceiva.com
0,alexa,politicheagricole.gov.it
1,gozi,machinanturpropter.com
1,qadars,o2wu4ewawase.top
1,matsnu,dishtowergrasssavematemarch.com
1,symmi,oquwneexabatab.ddns.net
1,ranbyus,kcguodegymaqaaeev.net
1,tinba,omyycscbmccl.com
1,fobber,kzqyvxawmz.com
0,alexa,moe-gnezdo.ru
0,alexa,blackmagicwitch.com
0,alexa,bluemountaingallery.org
0,alexa,beefstouw.com
0,alexa,biotaxa.org
1,ranbyus,dpwbaekxkrvvvtmsa.tw
0,alexa,1000bazi.com
0,alexa,centralmoinfo.com
1,nymaim,suppliers-gale.lk
0,alexa,ediyanet.com
1,matsnu,creditrewardrepairsuffer.com
0,alexa,milesbooster.fr
1,matsnu,rainsizerepairtreewonder.com
0,alexa,clairance-urba.fr
0,alexa,nanfang-pump.com
0,alexa,methodepiano.free.fr
0,alexa,footaction.com
1,rovnix,tj5r6c67mxz5fnpw8w.ru
1,suppobox,spendelse.net
1,simda,xubovad.info
0,alexa,llinux.ir
0,alexa,flyzy2005.com
1,ranbyus,broloitshikkdrrqi.com
0,alexa,nanoscience.co.jp
0,alexa,jsform01.com
1,pushdo,suxqeaki.ru
1,ramnit,crmnsewvd.com
1,nymaim,rickypaperback.gs
0,alexa,kiosdewasa.com
0,alexa,groh-pa.de
1,matsnu,gamewakeradioretirecharge.com
1,corebot,glgrqp1fed30i6u0gpo.ddns.net
1,tinba,pwbedkjslrrq.com
0,alexa,stthay.net
0,alexa,kralkaptan0863.tumblr.com
0,alexa,fomag.gov.co
1,vawtrak,osdefagwiri.com
1,pushdo,gicsanse.ru
1,corebot,q8sjexy8cpmpwpq434m.ddns.net
0,alexa,suchepreise.de
1,ranbyus,goyrtveopwmxpmeia.tw
0,alexa,ret-raad.dk
1,fobber,wmcewahkth.com
0,alexa,findmyringsize.com
1,ramnit,nigodnloingfdfqs.com
1,symmi,tiohexikkuume.ddns.net
0,alexa,viajescuscoperu.com
1,dircrypt,geapugaigcuhmp.com
0,alexa,heartwarming.com
1,padcrypt,lndcafmfebcmmofa.co
1,dircrypt,buokhhklcpkcsfgyfs.com
0,alexa,memberportal.online
1,fobber,rahmdugsbk.com
1,symmi,keeqweonviuvelm.ddns.net
1,corebot,kjs2i0s41dytmbm.ddns.net
0,alexa,wingsicalwhims.com
0,alexa,thrudvangar.com
1,necurs,yfcrnlkgjtlcgkhp.to
1,cryptolocker,atauncejdrredc.co.uk
1,ramdo,gmkegwugiqeyuiyo.org
1,ramdo,wwqykmiwyeqaeawk.org
0,alexa,fishbase.ir
0,alexa,so1.co
0,alexa,caimbyjigs.wordpress.com
0,alexa,m-next.jp
0,alexa,bitcoinonline.cz
0,alexa,markdown.tw
1,dircrypt,tznigqxwmescozusbek.com
1,tinba,vwdwhhonkcfl.biz
0,alexa,gratuitcode.fr
0,alexa,elitedangerous-station.fr
1,pushdo,vapatipe.ru
1,necurs,bstpsrbwhaxdrvasdfmud.ac
1,kraken,gwwlund.com
0,alexa,firehol.org
0,alexa,pickyourownchristmastree.org
0,alexa,internetdevels.com
0,alexa,jobswood.com
0,alexa,birdeye.com
0,alexa,thephoenixclub.london
1,tinba,hbryxsbjvedt.xyz
0,alexa,renault-automir.ru
0,alexa,nootroo.com
0,alexa,captain-slow.dk
0,alexa,looknbook.com
1,conficker,fmval.com.mt
1,corebot,32gnyngfylol76wn3ho.ddns.net
1,suppobox,visitfine.net
0,alexa,powerledtoreima.blogspot.com
0,alexa,nw77.com
1,rovnix,v6m6kanzgnf4hacyqy.biz
1,conficker,hikz.ps
0,alexa,bg-group.com
0,alexa,dominik-borg.de
1,matsnu,damagerequestbraingrablift.com
0,alexa,filmesepicosonline.com
1,emotet,pfavoaogdsnqsplu.eu
1,rovnix,7gjq1uoldwry7f5gw2.biz
1,symmi,ohdexocuer.ddns.net
0,alexa,casanissei.com.py
0,alexa,shct.edu.om
0,alexa,dnsrv.ru
0,alexa,zinceuro.sk
1,nymaim,rollfinal.cx
1,kraken,jhqzwjtb.cc
0,alexa,archiviodistato.firenze.it
1,corebot,qvcdgjuvw45doxa.ddns.net
1,necurs,kylltgiexthgho.ga
1,cryptolocker,bicomftmfvku.biz
1,suppobox,gatherrealize.net
1,ramnit,ckomkxvbviw.com
0,alexa,baetrice.org
1,conficker,basrzer.com.uy
1,ranbyus,fgkvbovbqmbgoabxw.in
1,cryptolocker,fklngawwqbfkj.biz
1,pushdo,mujuxnei.ru
0,alexa,serovital.com
1,murofet,hwavoqjqjreug53dzhwo51nqh44kti45e31b48.net
0,alexa,arabmass.com
0,alexa,minemen.club
0,alexa,fixturedownload.com
0,alexa,shoptahrir.com
1,ramnit,nwoeylnsaiftomg.com
0,alexa,total-apps.net
1,murofet,sqsluqixalzomq.biz
0,alexa,yeniferace.com
1,matsnu,organizationmarchgrasszone.com
1,tinba,jpttdiltpyki.net
0,alexa,everydayliked.com
0,alexa,marshallindependent.com
1,dircrypt,tzjkypqay.com
1,matsnu,controldiscover.com
0,alexa,hagabion.se
0,alexa,disabilitystatistics.org
0,alexa,valleyvapour.co.za
1,emotet,ctbflxsaggcjtagt.eu
1,dircrypt,topuxkxoolocpwgme.com
0,alexa,yarnshopping.com
1,padcrypt,eolbfddankaafcdb.de
0,alexa,metroretail.com.ph
1,kraken,ryqeyb.dyndns.org
0,alexa,edupadhai.com
1,vawtrak,nuruldefeng.com
1,tinba,egwfscgwwkfq.com
0,alexa,isket.jp
0,alexa,aquent.com
1,simda,qebol.eu
0,alexa,svoboda2.com
0,alexa,legalnomads.com
0,alexa,am-1440.com.ar
1,matsnu,rentcopywriteriskplanground.com
1,ranbyus,kfcsctjmhnpiaowpm.in
0,alexa,bmw1022.com
1,gozi,ilfittadansindulgentias.com
1,necurs,jbyeeqocymfbab.jp
0,alexa,mixcloud.com
0,alexa,mature-fuck-videos.com
1,corebot,uxahm2yp7xalk67rqpy.ddns.net
0,alexa,dym.asia
0,alexa,caldea.com
0,alexa,timpetherick.co.uk
1,nymaim,voyuer-proper.tj
0,alexa,dikshant.org
0,alexa,naija.ng
0,alexa,modelscouts.com
0,alexa,fantoche.ch
1,qadars,mce42wqoq4as.net
0,alexa,ya8999.com
0,alexa,urheiluveto.com
1,qadars,awa0as68mcyo.net
1,necurs,gotxldtutly.mx
1,ramnit,qmbmbyqkltqfbbtxxc.com
0,alexa,visualsoldiers.com
1,emotet,wxavyykjltbocvlj.eu
1,kraken,dawlcznaits.tv
1,fobber,odstkcmvso.com
0,alexa,sbd.jp
1,conficker,yrzcjw.com.ni
0,alexa,cursodequadrinhos.com.br
1,suppobox,thosebeside.net
1,padcrypt,fdadlbmbafacedka.online
0,alexa,ttpremium.com
1,tinba,edfuvobeqemn.com
0,alexa,piezomqlgj.site
0,alexa,bad-teinach-zavelstein.de
0,alexa,seriallonline.ru
1,ramnit,qoktmfhpjgsjelnenvn.com
1,fobber,pxvgoycdut.com
1,ramdo,iuyceuwssyskcsek.org
1,ramnit,khviebhnpmepr.com
1,simda,kemixan.info
1,simda,lyvylud.com
1,ramnit,bymfjmim.com
1,rovnix,7jsbdulwa2ujhloeci.biz
1,dircrypt,vgguflvlpnzg.com
1,vawtrak,girosdo.com
0,alexa,aca99.com
1,matsnu,sizeexpectconsiderrentpark.com
1,padcrypt,fbmlobommbdcmaaa.eu
1,ramnit,bxigdnmpcb.com
0,alexa,elis-shop.ru
1,fobber,kgywrjkkhh.com
0,alexa,lgmobile.co.kr
0,alexa,neologica.it
1,emotet,kmetrfxeyidwiejc.eu
1,symmi,olpebusaoshiec.ddns.net
0,alexa,discountstickerprinting.co.uk
1,pushdo,lorehogu.ru
1,kraken,cwboriacwxl.com
1,gozi,vendossibusseccl.com
0,alexa,thebirdthebear.com
0,alexa,gdriveplayer.us
1,corebot,56qfyxk4wtyfq8sxebi.ddns.net
1,padcrypt,fbalbamobfkcfdlb.com
1,corebot,sh5hydmvq6khc2w2a65f3p5.ddns.net
0,alexa,liliang188.info
0,alexa,rustyblogger.com
0,alexa,komatsu-rental.co.jp
0,alexa,stayblcam.com
1,conficker,aswgjokkq.sc
0,alexa,xvideostation.com
0,alexa,zanoza.co.il
1,fobber,frujhlizlk.com
1,tinba,cixouedqijpm.com
0,alexa,saborat.com
1,ramdo,mykgmmieoiksewao.org
0,alexa,coolhockey.com
0,alexa,alldoctorgames.com
1,corebot,ktafoxmt7hs0qjc.ddns.net
1,symmi,iqubpaeplaotta.ddns.net
1,pushdo,micnatle.ru
0,alexa,gamingsociety.pl
1,necurs,xkjtcdxrxpsyqfduitl.de
1,tinba,odohdpwfvfud.com
0,alexa,vanrees.org
1,ramdo,ogiamsskwcmwaook.org
0,alexa,zauberzentrale.de
1,tinba,ndqypplxxtts.ru
1,necurs,fpepnfficxbymgpbf.tj
0,alexa,grupoomese.com
0,alexa,jetbean.com.tw
0,alexa,updownchecker.com
0,alexa,redvinestudio.com
1,ramdo,mckiukqqgmsgaogg.org
0,alexa,concentra.co.uk
1,emotet,ddqukuwdvyqppvlj.eu
0,alexa,retailgazette.co.uk
1,necurs,rxulsburjcpylo.nu
1,ramnit,jlxnvnrhnv.com
1,qadars,gugm4mkqkusy.net
1,simda,gadyfoz.com
1,pushdo,hilgeaki.ru
0,alexa,chemi-con.co.jp
0,alexa,arag.de
0,alexa,123netflix.online
0,alexa,yqxs.cc
1,fobber,ecsrlkxwug.com
1,symmi,ugafewreinr.ddns.net
1,pykspa,mgsmcwiq.info
1,cryptolocker,bkcjdwkftapgyl.info
0,alexa,britlinservices.com
1,ranbyus,pqdmldyiiwuvxlftg.net
1,emotet,djtujkntbeljjfqs.eu
0,alexa,yxdd.com
0,alexa,tmura.co.il
0,alexa,kreciola.tv
0,alexa,myboltv.net
1,ramnit,ryrtufoxaysro.com
1,suppobox,flierstream.net
0,alexa,dunollygardens.com
1,rovnix,zztmz66nh1kyakdpqv.net
1,corebot,eh5fc23pu2irm4mbi0a.ddns.net
1,ramdo,ciayekqusueagyku.org
0,alexa,koito-czech.cz
0,alexa,ruzomberok.sk
0,alexa,norsk-klatring.no
1,corebot,k8o4yhodsta4k8k.ddns.net
1,matsnu,hospitalactzonepressureexample.com
0,alexa,handsonexperiencexxx.tumblr.com
0,alexa,bilgilerforumu.com
1,padcrypt,dnncnbffmfaocffo.net
1,qadars,64ycygi8uwa0.net
0,alexa,yundzh.com
0,alexa,meitetsuunyu.co.jp
0,alexa,iitg.ac.in
0,alexa,dxtv.gob.ar
0,alexa,defantri.com
1,ranbyus,aagcdmivsnvrpormb.in
1,padcrypt,enblbkmfbllcedna.net
1,ramdo,gqwigiysswicioqm.org
0,alexa,mtpredictor.com
0,alexa,riskmadeinwarsaw.com
0,alexa,hamburgfitness.net
1,rovnix,oyvn1zgbzkhbpwrlg1.ru
1,symmi,lewopuuwumuv.ddns.net
1,ramnit,uguedmtnr.com
1,nymaim,williampassword.sc
1,suppobox,knowhelp.net
0,alexa,carl.co.jp
1,murofet,izc39f42csdybyazfuj56p22psm49cym59oqg53.info
0,alexa,mwaarchitects.com
1,pykspa,gqlxrgfqbex.cc
1,gozi,nipaquamverbumvelcamp.com
0,alexa,doocover.com
1,dircrypt,wlbhkvxrnnxzk.com
1,murofet,rxwgzdmbkbqgtgkrscpvmftlbqh.ru
0,alexa,helpwithfractions.com
0,alexa,disidentes.net
0,alexa,comunicacionledesma.com.ar
1,simda,vonycic.com
1,matsnu,buddyprintstickmisssiteresult.com
1,vawtrak,dufinweco.com
1,tinba,yrrpiylynkve.biz
0,alexa,g-hyksos.com
0,alexa,studential.com
1,emotet,edtgoxcpcmdekrjy.eu
0,alexa,prothomtricks.com
0,alexa,almasneshansalon.com
1,symmi,nihooxdoqoxo.ddns.net
1,ramnit,huwneppaaeoqk.com
0,alexa,debbielachusa.com
1,conficker,xtipyy.hn
1,emotet,ivmowhqwfyvqcwtr.eu
0,alexa,viprinet.com
0,alexa,consol.de
1,rovnix,vemo2kuquabj7b8mrn.net
0,alexa,monip.fr
1,kraken,ezvhpek.com
1,simda,lysyvur.com
0,alexa,neonschwarz.tattoo
1,conficker,dprmvux.fr
1,pykspa,skwamaiugkeq.biz
0,alexa,findfuelstops.com
1,kraken,ezrvlch.net
1,pushdo,rugkokxi.ru
0,alexa,pornosnacional.net
0,alexa,polna.ir
1,dircrypt,ohvtqwqdsendrc.com
1,simda,qegoheg.info
0,alexa,storiain.net
0,alexa,opengaz.ru
1,matsnu,bootboardgatherpoundcarry.com
0,alexa,clementespizzaandgrill.com
1,necurs,gsucoiglverhycdevc.cx
1,pushdo,vatgowoh.ru
1,symmi,tumiihatomdouto.ddns.net
1,ramnit,qiwfjllunhco.com
0,alexa,tomsplanner.com
0,alexa,strozfriedberg.com
0,alexa,stan-wd.ovh
0,alexa,long-mcquade.com
0,alexa,jadur.com
0,alexa,gicp.net
0,alexa,successitsuptome.com
1,pykspa,eqqugsuiwcymao.biz
0,alexa,tracthertrailher.com
0,alexa,ezujian.com
1,rovnix,oqpyt711fiwqg3kae3.cn
1,ranbyus,exmhcpdbgpltoojki.com
0,alexa,denholme-velvets.co.uk
0,alexa,iahp.org
1,padcrypt,alamffnccloafdbk.com
0,alexa,minehq.com
0,alexa,lotusyun.net
1,rovnix,7a5wzkyrs356qe38t7.com
0,alexa,fmk-online.dk
1,murofet,pwnthwulogiumver.net
1,kraken,rmvjrqpbtze.net
1,ramnit,sgpbabiyqqjautrx.com
1,ramnit,gygkxtvp.com
0,alexa,apcplc.com
0,alexa,velikol.ru
1,vawtrak,enweceddi.com
1,kraken,scrigrzwmkq.yi.org
1,ranbyus,ddnbdeecjstaebnsp.su
1,simda,gaqydah.com
0,alexa,amazingbotanicals.net
1,ranbyus,ewbbrvdnuklqcbxro.pw
1,corebot,1ran7dstujenqbi.ddns.net
1,symmi,meovustiwusub.ddns.net
0,alexa,yaritranslations.com
1,qadars,w6c68ec2wuou.net
0,alexa,cinemascore.com
0,alexa,asg3hurt.com
0,alexa,amdiag-scientific.de
0,alexa,delife.eu
0,alexa,yourdailypornvideos.com
1,fobber,jlpzeyctvt.com
0,alexa,wctech.org
1,murofet,drlrozgrg13g63jwhsbsa37b38p52brg13mxov.com
0,alexa,antotunggal.com
0,alexa,sosochechki.net
0,alexa,economiesetcie.com
1,matsnu,ideateachmeetsiteshineessay.com
0,alexa,ecigmods.ru
1,matsnu,stagebuildsetsmellexistrelax.com
1,simda,tucakaqalav.eu
0,alexa,musicov.me
0,alexa,dicaschrome.com
1,gozi,pvipotestproptersiveni.com
1,symmi,utatcina.ddns.net
0,alexa,powerpoint-study.com
0,alexa,win-bonus-now.com
0,alexa,upstarindiana.com
0,alexa,dizimad.net
0,alexa,teenslutsplash.com
1,ramdo,ciqauuaieywkkams.org
0,alexa,roulettesystem.pro
0,alexa,omonaijablog.blogspot.com.ng
1,kraken,ruqyapvmx.net
0,alexa,ohou.se
0,alexa,aeromodelismovirtual.com
1,gozi,presentesopinaripapampen.com
1,simda,puvawuq.info
0,alexa,mikeoldfieldofficial.com
0,alexa,flyidwin.tumblr.com
0,alexa,vithikad2.blogspot.com
0,alexa,gossipsinhalanews.com
0,alexa,be-a-woman.com
1,corebot,gp54qdebc6krgp7.ddns.net
1,necurs,evhviumtpyqv.org
0,alexa,firedepartment.net
1,pykspa,ekcaeaiugkeq.info
1,ramnit,cuekomavuitcda.com
0,alexa,cpinvestice.cz
1,murofet,guoth34p52d50l18cukxg43hzktiqnrnug23iv.biz
1,pykspa,jfpmnkn.cc
0,alexa,intuitivejournal.com
0,alexa,ext-2661687.livejournal.com
1,kraken,awissg.dyndns.org
1,simda,puvydap.com
1,qadars,usu0icucegis.top
1,gozi,potbeneficiasinuntvepis.com
1,ranbyus,ldvqjrjpdffrsqkig.com
1,emotet,fcwjcfpmigqtwqyo.eu
1,fobber,qrutbwksdt.com
0,alexa,biketo.com
1,necurs,pmwktoapbhnuroqfoqbm.mu
0,alexa,smgc.ir
1,ramnit,fetjouexcsmpj.com
0,alexa,chateen.com
0,alexa,kidsdata.org
0,alexa,volgmed.ru
1,rovnix,sm5khb4cv38ooxmk6r.com
0,alexa,leglerhuette.ch
1,ramdo,aeuwkwwqgaceaigi.org
0,alexa,cecetshop.com
0,alexa,pmstudy.com
0,alexa,pro-dress.com
1,cryptolocker,krcyqbvjamusjgb.ru
1,vawtrak,rinatdargo.com
1,suppobox,withinpower.net
1,padcrypt,mdfbfolandmmccec.website
0,alexa,realgunreviews.com
0,alexa,lemille-pattes.com
1,symmi,ivitheaclixa.ddns.net
0,alexa,wfsaas.com
1,fobber,mahjzquizl.com
1,simda,dosojew.info
0,alexa,data-tw.com
0,alexa,filterzentrale.com
0,alexa,rockytopholsters.com
1,ramnit,igkhqdvbfnktmonqe.com
1,fobber,byzsaexsas.com
1,nymaim,relyingncaa.eu
0,alexa,bricoma.ma
0,alexa,20minut.ua
1,dircrypt,zglctkrtryx.com
1,pykspa,pvyqtafox.cc
0,alexa,chinaqualitylighting.com
1,pykspa,ewagdwiugkeq.info
1,simda,tunicyqokuv.eu
1,emotet,rfpxnhuoidylhynb.eu
0,alexa,alfajertv.com
0,alexa,smm.org
1,suppobox,hangcompe.net
1,suppobox,maximillianblackburn.net
1,nymaim,sexualitylogs.co
1,symmi,tibegotatani.ddns.net
1,simda,magyfum.info
1,cryptolocker,waouxwtlrishv.org
0,alexa,motelyab.com
0,alexa,american-europe.us
1,ramdo,iuaymgokoiuawemq.org
0,alexa,niceday.tw
0,alexa,methodcash.com
1,padcrypt,bamffbckdcfmcfad.com
1,fobber,twqdklaiex.com
1,simda,puryxuq.com
1,symmi,pelupigunigivud.ddns.net
1,ranbyus,vimpkuwekcyplewhb.pw
0,alexa,metropolis-koeln.de
1,vawtrak,woculsema.com
0,alexa,kinozerkalo.net
0,alexa,skithewhites.com
1,tinba,bgjjnvfpponj.biz
1,ranbyus,unshghpxxndvabllj.tw
0,alexa,cnfpi.fr
1,dircrypt,cwpsnvcjos.com
0,alexa,galapagar.info
0,alexa,bitalo.com
1,conficker,zrwyk.hu
1,murofet,i55jymwnqa57arg33oycsc39d30kwe41nsbsg53.biz
1,ramdo,ciwqiuyyeayoaigs.org
0,alexa,hairypussyhoes.com
1,ranbyus,qwsoacwqxhmoeqjay.cc
0,alexa,xn--zck0ab2m.com
1,symmi,ofreerak.ddns.net
0,alexa,indosgroup.com
1,pykspa,ncjstcwqtg.info
0,alexa,faarskids.ir
1,murofet,xgqordfxxcdztbavorlj.ru
1,vawtrak,dafegnicosd.com
1,ramnit,oapikwdyqgajbmmy.com
1,qadars,om8a46smsqw2.net
0,alexa,realsubmitted.com
1,symmi,fasuurokow.ddns.net
1,kraken,ewuvtwphyh.com
1,matsnu,tablewaitadmirebabyblueabuse.com
0,alexa,nnfile.net
0,alexa,kwsuspension.de
0,alexa,ccnet.com.tw
1,pushdo,roknokso.ru
1,padcrypt,mbadcbacfmnbmbbe.eu
0,alexa,arisology.com
0,alexa,xinruigg.com
0,alexa,hisham.id
0,alexa,meshoptv.net
1,padcrypt,aabodocafnbndcon.info
1,ramdo,emqcagmscqqaaquw.org
1,padcrypt,nenlodfcdoaadkmb.de
0,alexa,optic2000.com
0,alexa,positiveparenting.com
1,conficker,esuoawgo.com.mx
1,corebot,odinm6cnw0on18q8ijk.ddns.net
0,alexa,manifestation3g.com
1,gozi,crassioresnequaquam.com
1,cryptolocker,iqudksbgqqkgt.org
1,qadars,i4aw2cykmc60.top
1,cryptolocker,aoggldpeyryvjwp.com
0,alexa,czarni.slupsk.pl
0,alexa,cleanproducts.de
0,alexa,carrobauru.com.br
1,symmi,ohohqowoxoevisp.ddns.net
0,alexa,annajah.ma
1,pushdo,qirkagei.ru
0,alexa,mikrotiktrain.com
1,suppobox,alexandreaunderwood.net
